Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V09872,Village_2631,Jabalpur,Madhya Pradesh,23.133654370290184,80.16845567456163,20779,10572,10207,1146,7246,Jabalpur_Care_Center,PHC,22,25,235,No,49.4,155.64,Good,Yes,45,Medium,No,No,3599,40.0,0.5,0,1,0,0,0.6432,22.367498,80.307548
V09873,Village_2424,Kota,Rajasthan,24.964308478678884,76.24739150590273,11188,5609,5579,566,2472,Kota_Care_Center,District Hospital,40,2,151,Yes,40.91,122.88,Good,Yes,75,Low,No,No,4872,40.0,0.2,1,1,0,0,0.2999,24.471005,87.078562
V09874,Village_2567,Pune,Maharashtra,18.189105973232444,74.20039758700949,23149,11624,11525,1485,4307,Pune_Care_Center,District Hospital,6,64,64,No,10.95,43.75,Average,No,87,Low,No,No,4364,25.0,0.2,0,0,0,0,0.4675,24.105841,85.885899
V09875,Village_2407,Jodhpur,Rajasthan,26.469058698853143,72.65080091613704,13514,6704,6810,1477,2593,Jodhpur_Care_Center,PHC,36,3,104,No,46.39,161.7,Poor,No,54,Medium,No,No,472,12.0,0.5,0,0,0,0,0.4925,24.044955,75.252191
V09876,Village_4779,Prayagraj,Uttar Pradesh,25.561917288132793,82.15031715989696,12002,6188,5814,643,3231,Prayagraj_Medical_Center,CHC,5,42,52,Yes,1.71,5.59,Good,Yes,100,Low,No,No,3390,40.0,0.2,1,1,0,0,0.2388,24.888122,74.60143
V09877,Village_7089,Udaipur,Rajasthan,24.441628083315035,73.35582811858647,1576,780,796,147,493,Udaipur_Care_Center,CHC,35,22,26,No,32.32,121.01,Good,No,73,Medium,No,No,3797,40.0,0.5,0,0,0,0,0.2323,24.513926,80.428956
V09878,Village_1264,Kota,Rajasthan,24.78144607472857,76.07617055745743,17556,8779,8777,1434,3266,Kota_Health_Center,PHC,19,5,185,No,55.72,132.51,Average,Yes,39,High,No,Yes,2531,25.0,1.0,0,1,0,1,0.7563,18.851539,77.335072
V09879,Village_9509,Udaipur,Rajasthan,24.5772839141507,73.95828312513461,20632,10056,10576,2441,6428,Udaipur_Care_Center,PHC,13,66,282,No,44.27,205.78,Good,No,31,High,No,Yes,407,40.0,1.0,0,0,0,1,0.8327,25.006953,82.789085
V09880,Village_6969,Jodhpur,Rajasthan,27.130527787808866,72.70652611111164,12305,6250,6055,704,4146,Jodhpur_Care_Center,CHC,19,2,64,Yes,45.08,145.3,Good,No,40,High,No,No,4630,40.0,1.0,1,0,0,0,0.6639,24.477745,73.665728
V09881,Village_3692,Lucknow,Uttar Pradesh,27.025270540918857,80.86808036579222,2992,1527,1465,276,853,Lucknow_Care_Center,PHC,13,35,148,No,32.26,148.78,Poor,No,50,Medium,No,No,4487,12.0,0.5,0,0,0,0,0.3254,23.268728,80.824152
V09882,Village_7424,Jodhpur,Rajasthan,26.835898528094773,72.75675024882997,15523,7629,7894,1538,4688,Jodhpur_Medical_Center,District Hospital,7,66,191,No,18.68,83.65,Good,No,76,Low,No,No,1529,40.0,0.2,0,0,0,0,0.3707,25.360356,75.693862
V09883,Village_8363,Jaipur,Rajasthan,27.31093103131616,76.02958941218961,15017,7272,7745,1295,4520,Jaipur_Care_Center,District Hospital,22,65,28,Yes,51.99,216.84,Average,Yes,17,High,No,Yes,3264,25.0,1.0,1,1,0,1,0.7791,26.484012,81.591315
V09884,Village_4006,Bhopal,Madhya Pradesh,23.624560824994653,77.49916089424529,4560,2292,2268,278,1011,Bhopal_Medical_Center,District Hospital,3,34,242,Yes,24.05,108.57,Poor,Yes,63,Medium,Yes,No,4261,12.0,0.5,1,1,1,0,0.3131,26.264883,80.298922
V09885,Village_6094,Aurangabad,Maharashtra,19.918885453237134,75.09403457681552,20173,10462,9711,1586,5178,Aurangabad_Care_Center,CHC,7,26,82,Yes,46.07,120.51,Poor,No,34,High,No,Yes,4296,12.0,1.0,1,0,0,1,0.8159,19.442266,87.079524
V09886,Village_9925,Gwalior,Madhya Pradesh,25.833615272383938,78.18145397610706,11169,5777,5392,1155,2878,Gwalior_Medical_Center,CHC,35,52,181,Yes,47.43,155.43,Poor,Yes,57,Medium,No,No,933,12.0,0.5,1,1,0,0,0.4436,20.043538,83.325876
V09887,Village_7158,Nagpur,Maharashtra,21.500847231838346,79.19494969919707,14354,7226,7128,1490,5006,Nagpur_Care_Center,CHC,12,53,39,Yes,28.29,95.95,Poor,No,61,Medium,No,No,3787,12.0,0.5,1,0,0,0,0.4858,26.240279,79.494411
V09888,Village_2559,Gwalior,Madhya Pradesh,26.05466661304619,78.50479169220466,13867,7064,6803,1662,3912,Gwalior_Care_Center,PHC,29,31,79,Yes,8.38,27.17,Average,No,100,Low,No,No,3274,25.0,0.2,1,0,0,0,0.2705,26.002991,79.074858
V09889,Village_9035,Muzaffarpur,Bihar,26.241939093524245,85.29063192039965,22201,11380,10821,1196,5055,Muzaffarpur_Medical_Center,District Hospital,9,4,110,No,56.55,183.68,Poor,No,12,High,No,Yes,4156,12.0,1.0,0,0,0,1,0.9164,18.254076,83.339561
V09890,Village_3626,Prayagraj,Uttar Pradesh,25.122097686646025,82.02599579046735,21826,10852,10974,2603,5526,Prayagraj_Health_Center,District Hospital,26,54,152,No,44.12,106.21,Average,No,62,Medium,No,No,3205,25.0,0.5,0,0,0,0,0.61,18.436353,87.553458
V09891,Village_6180,Udaipur,Rajasthan,24.543601262758898,73.07506731350338,9282,4689,4593,580,2130,Udaipur_Care_Center,District Hospital,4,67,137,Yes,39.68,109.61,Poor,No,43,High,Yes,No,2977,12.0,1.0,1,0,1,0,0.6035,26.88582,73.586093
V09892,Village_8183,Nagpur,Maharashtra,20.97058942896643,79.44235197854718,1803,904,899,173,556,Nagpur_Care_Center,CHC,12,28,291,Yes,34.35,83.78,Average,Yes,71,Medium,No,No,2278,25.0,0.5,1,1,0,0,0.2422,24.235885,81.701986
V09893,Village_3860,Gwalior,Madhya Pradesh,26.12556865729709,77.83996469086946,11174,5792,5382,795,2741,Gwalior_Health_Center,PHC,10,38,14,No,53.62,214.32,Good,No,10,High,No,Yes,1566,40.0,1.0,0,0,0,1,0.7347,22.808376,73.785676
V09894,Village_2806,Nagpur,Maharashtra,21.613574270687558,79.33226183601465,16336,8458,7878,1182,3185,Nagpur_Medical_Center,PHC,27,32,54,Yes,22.03,107.53,Good,No,80,Low,No,No,3469,40.0,0.2,1,0,0,0,0.3725,19.44448,80.333343
V09895,Village_7132,Jabalpur,Madhya Pradesh,23.29311942644876,80.31302892314027,8351,4335,4016,622,1891,Jabalpur_Care_Center,District Hospital,21,36,228,Yes,42.3,174.31,Average,No,46,Medium,No,No,4285,25.0,0.5,1,0,0,0,0.4286,23.544256,85.78802
V09896,Village_5128,Kanpur,Uttar Pradesh,26.790428461508007,80.03715437989713,17621,9084,8537,1173,3866,Kanpur_Health_Center,CHC,24,6,152,No,41.25,168.65,Poor,No,48,Medium,No,No,4477,12.0,0.5,0,0,0,0,0.5804,22.813577,76.326898
V09897,Village_9419,Gaya,Bihar,24.566780242333945,85.11914078050528,11179,5515,5664,1260,2600,Gaya_Health_Center,District Hospital,10,48,165,Yes,19.81,76.53,Poor,No,79,Low,No,No,1081,12.0,0.2,1,0,0,0,0.2878,19.705193,73.01006
V09898,Village_6529,Udaipur,Rajasthan,24.28632751652986,73.64386562505827,6715,3414,3301,396,1557,Udaipur_Care_Center,CHC,22,8,151,No,4.69,15.95,Poor,No,100,Low,No,No,3051,12.0,0.2,0,0,0,0,0.1488,23.544349,76.474045
V09899,Village_4812,Pune,Maharashtra,18.350916340804446,74.32324231304966,20315,9855,10460,1424,6050,Pune_Health_Center,CHC,33,42,22,Yes,14.07,56.06,Poor,No,100,Low,No,No,3748,12.0,0.2,1,0,0,0,0.3803,18.718587,80.23533
V09900,Village_9958,Patna,Bihar,25.43860208078192,85.6959169729531,10268,5202,5066,633,2888,Patna_Care_Center,District Hospital,12,46,152,Yes,42.91,179.44,Poor,No,31,High,No,Yes,3393,12.0,1.0,1,0,0,1,0.6562,20.274301,74.946311
V09901,Village_5780,Patna,Bihar,25.45948140913038,85.1153068920375,2246,1165,1081,204,597,Patna_Care_Center,CHC,24,17,181,No,39.7,105.24,Average,Yes,67,Medium,No,No,2056,25.0,0.5,0,1,0,0,0.2617,25.299465,83.955248
V09902,Village_6548,Nashik,Maharashtra,20.38561067134594,73.39442125111296,12614,6233,6381,1177,2428,Nashik_Medical_Center,CHC,10,57,287,No,50.96,237.03,Good,No,14,High,No,Yes,3690,40.0,1.0,0,0,0,1,0.7472,23.210974,77.454793
V09903,Village_3463,Udaipur,Rajasthan,24.126403950890673,73.37588751325407,22866,11305,11561,1431,4611,Udaipur_Health_Center,District Hospital,11,11,16,No,19.64,70.52,Poor,No,74,Medium,No,No,2524,12.0,0.5,0,0,0,0,0.5917,18.677046,74.393756
V09904,Village_7601,Pune,Maharashtra,18.69995488902466,73.88731243158627,23278,11532,11746,2692,4933,Pune_Care_Center,District Hospital,11,47,176,No,46.65,139.32,Average,Yes,38,High,No,Yes,966,25.0,1.0,0,1,0,1,0.8567,25.056291,75.601187
V09905,Village_1749,Nashik,Maharashtra,19.94869766979937,73.81595675203788,3047,1515,1532,320,621,Nashik_Care_Center,District Hospital,12,12,277,No,24.88,109.93,Good,No,73,Medium,No,No,3334,40.0,0.5,0,0,0,0,0.2573,21.984915,77.398643
V09906,Village_2211,Lucknow,Uttar Pradesh,26.563399870741986,81.06035308439368,23791,11778,12013,2352,8168,Lucknow_Medical_Center,CHC,32,47,171,No,33.8,98.87,Poor,No,82,Low,No,No,2597,12.0,0.2,0,0,0,0,0.4934,23.480093,72.519938
V09907,Village_7735,Jaipur,Rajasthan,26.646158280567054,75.65822981224838,9745,5017,4728,698,3111,Jaipur_Health_Center,PHC,12,23,64,Yes,15.24,73.59,Poor,No,81,Low,No,No,2097,12.0,0.2,1,0,0,0,0.2573,22.900463,72.453945
V09908,Village_6082,Patna,Bihar,25.512357364365972,84.796505936909,10561,5482,5079,1117,3127,Patna_Medical_Center,CHC,11,12,56,Yes,18.78,42.07,Good,No,84,Low,No,No,2581,40.0,0.2,1,0,0,0,0.2622,22.737933,83.180913
V09909,Village_2537,Gaya,Bihar,24.719081884526673,84.808911185347,17354,9008,8346,898,5807,Gaya_Health_Center,PHC,1,38,238,Yes,17.45,75.65,Poor,No,76,Low,Yes,No,1300,12.0,0.2,1,0,1,0,0.4019,19.049377,85.343466
V09910,Village_8623,Gaya,Bihar,24.61388478648757,85.22436764942266,19121,9633,9488,1406,4427,Gaya_Care_Center,CHC,3,37,158,No,8.39,30.62,Average,Yes,94,Low,Yes,No,3465,25.0,0.2,0,1,1,0,0.3779,25.430284,78.556192
V09911,Village_8530,Udaipur,Rajasthan,23.971739914049902,73.66170395180282,16292,8123,8169,978,4386,Udaipur_Medical_Center,District Hospital,12,50,226,Yes,38.48,165.85,Good,No,43,High,No,No,486,40.0,1.0,1,0,0,0,0.7228,25.857681,87.345968
V09912,Village_5964,Kanpur,Uttar Pradesh,26.57935325262502,80.24070867675925,6664,3328,3336,570,1226,Kanpur_Care_Center,CHC,35,21,250,Yes,12.78,50.05,Poor,Yes,100,Low,No,No,2298,12.0,0.2,1,1,0,0,0.1479,26.459273,78.669973
V09913,Village_7067,Prayagraj,Uttar Pradesh,25.175347350995636,82.10785548383443,23704,11448,12256,2694,5424,Prayagraj_Care_Center,District Hospital,35,67,54,Yes,17.3,44.15,Poor,No,100,Low,No,No,3425,12.0,0.2,1,0,0,0,0.438,22.399057,76.148275
V09914,Village_4453,Muzaffarpur,Bihar,26.28433587593073,85.59468636831703,22919,11182,11737,2187,5156,Muzaffarpur_Medical_Center,CHC,4,3,120,Yes,43.06,100.37,Good,Yes,41,High,Yes,No,2335,40.0,1.0,1,1,1,0,0.8416,22.069284,73.119956
V09915,Village_2224,Muzaffarpur,Bihar,26.206510565305884,84.88817473129484,5473,2833,2640,593,1733,Muzaffarpur_Health_Center,CHC,18,35,135,Yes,7.13,15.0,Average,No,100,Low,No,No,2820,25.0,0.2,1,0,0,0,0.1276,20.548666,82.26953
V09916,Village_8283,Bhopal,Madhya Pradesh,23.1345917707134,77.41109392334432,4822,2492,2330,558,1383,Bhopal_Care_Center,District Hospital,9,17,12,Yes,44.27,123.23,Average,No,34,High,No,Yes,322,25.0,1.0,1,0,0,1,0.5545,26.882035,83.202688
V09917,Village_7182,Kota,Rajasthan,24.766398677954726,75.95647538694705,23501,11298,12203,2133,6376,Kota_Medical_Center,PHC,22,27,116,No,43.04,198.1,Good,No,35,High,No,Yes,1139,40.0,1.0,0,0,0,1,0.8695,20.062881,84.85683
V09918,Village_1729,Patna,Bihar,25.329872046925814,85.79327982754992,23386,11267,12119,2236,6806,Patna_Health_Center,CHC,12,22,141,No,32.29,108.32,Average,Yes,59,Medium,No,No,3699,25.0,0.5,0,1,0,0,0.6455,22.602687,79.472022
V09919,Village_3541,Varanasi,Uttar Pradesh,25.489723303079483,82.89334595986406,15464,7652,7812,1538,3522,Varanasi_Health_Center,PHC,28,49,135,Yes,52.47,215.6,Average,No,28,High,No,Yes,2757,25.0,1.0,1,0,0,1,0.7537,20.524704,83.441626
V09920,Village_8010,Nashik,Maharashtra,20.303690551124312,73.86220205342383,11055,5417,5638,1218,2183,Nashik_Care_Center,CHC,11,40,115,Yes,11.08,50.42,Average,Yes,93,Low,No,No,1147,25.0,0.2,1,1,0,0,0.2436,24.468067,87.019975
V09921,Village_6053,Bhagalpur,Bihar,25.107391338241722,86.87132958949238,6062,2974,3088,664,1741,Bhagalpur_Medical_Center,PHC,32,63,263,No,41.36,197.72,Average,No,54,Medium,No,No,4091,25.0,0.5,0,0,0,0,0.3657,26.879224,84.985664
V09922,Village_8082,Bhopal,Madhya Pradesh,23.27907128290896,77.31355303876568,3841,1868,1973,359,1124,Bhopal_Care_Center,District Hospital,20,38,21,Yes,35.8,172.87,Average,No,42,High,No,No,4296,25.0,1.0,1,0,0,0,0.5138,18.022132,82.168484
V09923,Village_4011,Indore,Madhya Pradesh,22.776721402272752,75.48093638858144,9052,4685,4367,848,2389,Indore_Health_Center,District Hospital,25,31,166,No,16.16,73.27,Average,No,98,Low,No,No,3103,25.0,0.2,0,0,0,0,0.1946,26.269385,79.983278
V09924,Village_7915,Udaipur,Rajasthan,24.16839773043103,73.7650388545932,9807,4708,5099,949,2624,Udaipur_Medical_Center,District Hospital,12,3,225,No,35.68,81.86,Good,Yes,67,Medium,No,No,4920,40.0,0.5,0,1,0,0,0.3904,24.417217,75.946261
V09925,Village_5718,Nashik,Maharashtra,20.05354272677285,73.53026040136648,22872,11502,11370,1394,4502,Nashik_Care_Center,CHC,33,18,178,No,53.36,133.84,Average,Yes,55,Medium,No,No,3488,25.0,0.5,0,1,0,0,0.6488,22.064897,79.601006
V09926,Village_1229,Gwalior,Madhya Pradesh,26.17086022709447,77.76778015138923,17761,8669,9092,1822,5791,Gwalior_Health_Center,District Hospital,9,39,68,Yes,36.75,179.16,Average,Yes,30,High,No,Yes,4845,25.0,1.0,1,1,0,1,0.7868,19.252542,83.128556
V09927,Village_5384,Bhagalpur,Bihar,25.098730900441932,87.20345274777468,3759,1817,1942,305,805,Bhagalpur_Health_Center,PHC,40,44,108,Yes,17.25,50.37,Average,No,100,Low,No,No,4144,25.0,0.2,1,0,0,0,0.0985,24.941034,77.10038
V09928,Village_2673,Pune,Maharashtra,19.051736917532704,74.10019626464405,12936,6667,6269,858,4496,Pune_Care_Center,CHC,1,63,22,No,16.97,59.19,Average,Yes,70,Medium,Yes,No,1436,25.0,0.5,0,1,1,0,0.4347,18.103625,74.631326
V09929,Village_3201,Kanpur,Uttar Pradesh,26.44967473298544,80.24421417764805,12151,6026,6125,985,2369,Kanpur_Health_Center,District Hospital,27,60,179,No,20.76,67.62,Average,Yes,98,Low,No,No,4648,25.0,0.2,0,1,0,0,0.2473,23.106593,78.348235
V09930,Village_6297,Indore,Madhya Pradesh,22.96344972645589,75.75740239268528,10873,5519,5354,909,3280,Indore_Care_Center,District Hospital,19,29,75,No,48.75,110.26,Good,Yes,46,Medium,No,No,1499,40.0,0.5,0,1,0,0,0.4715,21.204068,73.653431
V09931,Village_9958,Bhagalpur,Bihar,25.286864909891147,87.14568109237136,8193,4166,4027,628,2162,Bhagalpur_Health_Center,PHC,29,15,283,No,57.74,268.7,Poor,Yes,18,High,No,Yes,904,12.0,1.0,0,1,0,1,0.6599,26.500719,85.843303
V09932,Village_8085,Bhopal,Madhya Pradesh,23.325776520752118,77.59533172727372,14634,7419,7215,1665,4482,Bhopal_Medical_Center,District Hospital,27,68,86,No,11.82,56.06,Good,Yes,100,Low,No,No,3202,40.0,0.2,0,1,0,0,0.2836,25.044994,75.499427
V09933,Village_3266,Bhopal,Madhya Pradesh,23.801307149996717,77.33424320526404,15684,7593,8091,1203,3446,Bhopal_Care_Center,District Hospital,20,51,268,Yes,56.71,119.68,Average,No,46,Medium,No,No,4560,25.0,0.5,1,0,0,0,0.5534,25.043584,82.889113
V09934,Village_3492,Bhopal,Madhya Pradesh,23.684792332727913,77.33574280468815,18766,9509,9257,1500,5099,Bhopal_Care_Center,District Hospital,31,2,270,No,44.78,211.24,Average,Yes,46,Medium,No,No,2103,25.0,0.5,0,1,0,0,0.6059,25.707754,78.943979
V09935,Village_5553,Bhopal,Madhya Pradesh,23.404125249588812,77.45153357621324,19659,9944,9715,2315,5348,Bhopal_Medical_Center,District Hospital,40,55,129,Yes,55.76,219.76,Average,Yes,35,High,No,Yes,4372,25.0,1.0,1,1,0,1,0.8041,18.365587,83.292396
V09936,Village_8824,Varanasi,Uttar Pradesh,25.46066225122545,83.1205750844819,4341,2219,2122,247,1156,Varanasi_Medical_Center,District Hospital,3,63,166,Yes,35.23,117.42,Average,No,46,Medium,Yes,No,1086,25.0,0.5,1,0,1,0,0.3604,20.360621,75.482341
V09937,Village_7831,Jabalpur,Madhya Pradesh,23.06154373342711,79.68800524468516,17364,8907,8457,1951,3850,Jabalpur_Care_Center,CHC,31,21,25,No,56.89,151.29,Average,No,37,High,No,Yes,1773,25.0,1.0,0,0,0,1,0.759,24.930566,78.726233
V09938,Village_9663,Gaya,Bihar,24.912906619321294,85.20729458574029,24435,12311,12124,2282,5695,Gaya_Care_Center,District Hospital,17,32,41,No,27.79,80.03,Good,No,71,Medium,No,No,3242,40.0,0.5,0,0,0,0,0.6274,25.733668,80.145157
V09939,Village_5832,Bhopal,Madhya Pradesh,23.828568500623284,77.25571815247275,6159,3073,3086,554,1114,Bhopal_Care_Center,District Hospital,39,9,46,Yes,59.23,137.9,Poor,No,47,Medium,No,No,1112,12.0,0.5,1,0,0,0,0.3883,24.139449,86.284567
V09940,Village_5599,Patna,Bihar,25.545658189249863,84.78897910461171,22157,10965,11192,1236,5008,Patna_Care_Center,CHC,9,51,257,Yes,30.74,86.09,Average,No,69,Medium,No,No,872,25.0,0.5,1,0,0,0,0.5946,26.050998,86.909316
V09941,Village_3718,Jabalpur,Madhya Pradesh,23.191753193492723,80.29209316281349,24292,12424,11868,1502,5110,Jabalpur_Health_Center,District Hospital,2,66,153,No,41.06,202.46,Poor,No,17,High,Yes,Yes,1708,12.0,1.0,0,0,1,1,0.937,21.384705,85.100222
V09942,Village_6637,Bhagalpur,Bihar,25.437138990604577,87.09784845356975,23610,12143,11467,2041,7490,Bhagalpur_Health_Center,PHC,40,15,31,No,46.66,219.87,Good,No,39,High,No,Yes,928,40.0,1.0,0,0,0,1,0.8594,25.085279,83.217034
V09943,Village_5746,Pune,Maharashtra,18.11714204721922,73.79433922531847,6995,3624,3371,627,1693,Pune_Health_Center,District Hospital,8,33,91,No,41.15,180.84,Poor,No,26,High,No,Yes,4728,12.0,1.0,0,0,0,1,0.6155,19.243006,77.816507
V09944,Village_1166,Udaipur,Rajasthan,24.813909065908895,73.30782874021698,3006,1549,1457,353,632,Udaipur_Medical_Center,PHC,24,17,31,Yes,36.92,76.68,Poor,No,69,Medium,No,No,370,12.0,0.5,1,0,0,0,0.2686,26.256988,85.440055
V09945,Village_9483,Jodhpur,Rajasthan,26.492521219710436,72.32887789903711,22168,10922,11246,1982,6221,Jodhpur_Care_Center,PHC,19,41,134,Yes,33.12,85.16,Good,Yes,71,Medium,No,No,1227,40.0,0.5,1,1,0,0,0.5888,20.704437,78.31053
V09946,Village_1039,Lucknow,Uttar Pradesh,26.88547300241781,80.83881106606319,24132,11822,12310,1607,7520,Lucknow_Medical_Center,CHC,26,61,272,No,38.73,106.15,Good,No,74,Medium,No,No,3380,40.0,0.5,0,0,0,0,0.6132,19.646658,82.776827
V09947,Village_6599,Kanpur,Uttar Pradesh,25.939738085219,80.22616695930873,16748,8600,8148,1040,5474,Kanpur_Care_Center,CHC,23,44,161,No,48.3,212.78,Average,Yes,29,High,No,Yes,4489,25.0,1.0,0,1,0,1,0.7726,20.171487,79.044778
V09948,Village_9974,Muzaffarpur,Bihar,26.252858712929335,85.6946773463294,4294,2138,2156,237,1161,Muzaffarpur_Care_Center,CHC,22,36,78,Yes,43.72,105.88,Poor,Yes,55,Medium,No,No,3218,12.0,0.5,1,1,0,0,0.3326,21.485649,87.905715
V09949,Village_9847,Nagpur,Maharashtra,21.400952309282133,78.74895320992002,8520,4323,4197,881,2835,Nagpur_Health_Center,PHC,12,7,147,Yes,5.5,17.36,Good,Yes,100,Low,No,No,4849,40.0,0.2,1,1,0,0,0.1795,21.366466,82.951533
V09950,Village_1856,Prayagraj,Uttar Pradesh,25.085346768448186,81.7713925197961,7360,3675,3685,812,1723,Prayagraj_Medical_Center,District Hospital,13,53,211,Yes,59.55,204.7,Poor,Yes,12,High,No,Yes,1375,12.0,1.0,1,1,0,1,0.6637,26.866499,86.751469
V09951,Village_1185,Indore,Madhya Pradesh,22.865446535575572,75.54329230875005,20235,10311,9924,2020,5056,Indore_Health_Center,CHC,32,55,235,No,44.17,110.88,Average,No,71,Medium,No,No,4310,25.0,0.5,0,0,0,0,0.5559,23.132021,86.457535
V09952,Village_8422,Lucknow,Uttar Pradesh,27.07249935605437,80.71482146392327,4413,2119,2294,481,957,Lucknow_Care_Center,CHC,11,13,167,No,39.99,195.99,Average,No,30,High,No,Yes,3452,25.0,1.0,0,0,0,1,0.5596,21.53581,79.517837
V09953,Village_9464,Muzaffarpur,Bihar,26.061134888917667,85.24650260423124,18059,8883,9176,1279,3629,Muzaffarpur_Health_Center,CHC,12,18,236,No,53.22,259.64,Average,No,10,High,No,Yes,255,25.0,1.0,0,0,0,1,0.8519,19.959789,79.406302
V09954,Village_5259,Gaya,Bihar,24.53537498007301,84.64597278551061,8091,4077,4014,575,1810,Gaya_Health_Center,District Hospital,40,3,257,No,10.87,46.5,Good,Yes,100,Low,No,No,3390,40.0,0.2,0,1,0,0,0.1722,25.693704,81.461265
V09955,Village_8647,Aurangabad,Maharashtra,20.195066410980544,75.31056355909291,4013,2055,1958,318,1402,Aurangabad_Medical_Center,PHC,12,31,280,Yes,12.3,49.2,Average,Yes,100,Low,No,No,1028,25.0,0.2,1,1,0,0,0.1028,24.046787,87.990735
V09956,Village_4889,Udaipur,Rajasthan,24.556552270985453,74.036776577695,8550,4352,4198,483,1899,Udaipur_Medical_Center,CHC,17,32,152,No,43.65,163.03,Poor,Yes,40,High,No,No,1020,12.0,1.0,0,1,0,0,0.6,19.68943,76.065086
V09957,Village_8656,Varanasi,Uttar Pradesh,25.23035307569192,82.958631499804,22184,11086,11098,1700,4757,Varanasi_Medical_Center,PHC,27,66,227,No,10.26,31.51,Average,No,100,Low,No,No,4247,25.0,0.2,0,0,0,0,0.4121,18.846832,73.61541
V09958,Village_5976,Prayagraj,Uttar Pradesh,25.511115023647847,81.73005485390186,17510,8795,8715,1936,5522,Prayagraj_Care_Center,CHC,10,34,160,Yes,11.29,33.7,Average,Yes,98,Low,No,No,3201,25.0,0.2,1,1,0,0,0.3385,22.896792,80.93471
V09959,Village_8585,Jabalpur,Madhya Pradesh,23.324484508337278,80.46594643243336,4193,2078,2115,391,1004,Jabalpur_Health_Center,PHC,20,2,205,No,58.21,123.47,Average,No,41,High,No,No,1834,25.0,1.0,0,0,0,0,0.5228,21.133019,80.672796
V09960,Village_7252,Udaipur,Rajasthan,24.506120784755073,73.65508707313383,3551,1759,1792,413,874,Udaipur_Medical_Center,PHC,21,2,98,Yes,12.25,43.6,Poor,No,100,Low,No,No,620,12.0,0.2,1,0,0,0,0.0949,25.060162,74.717615
V09961,Village_9545,Jabalpur,Madhya Pradesh,23.193534413759593,80.30635523478558,4147,2135,2012,401,1225,Jabalpur_Care_Center,CHC,36,26,261,No,25.38,55.24,Poor,Yes,100,Low,No,No,4369,12.0,0.2,0,1,0,0,0.1051,23.117619,80.330422
V09962,Village_2790,Patna,Bihar,25.47528403294442,85.12629392835993,18292,9306,8986,1542,5799,Patna_Care_Center,CHC,34,7,277,Yes,24.65,79.85,Average,Yes,100,Low,No,No,3039,25.0,0.2,1,1,0,0,0.3458,22.875936,78.514501
V09963,Village_9944,Patna,Bihar,25.351370428887186,85.67549206959197,24212,12128,12084,1797,7500,Patna_Medical_Center,CHC,25,69,27,Yes,19.0,45.46,Good,No,95,Low,No,No,4959,40.0,0.2,1,0,0,0,0.4616,22.707269,77.975259
V09964,Village_3456,Gwalior,Madhya Pradesh,26.21428613551945,77.81920519187247,3384,1659,1725,383,699,Gwalior_Medical_Center,District Hospital,5,11,20,No,32.93,133.98,Good,Yes,39,High,No,Yes,186,40.0,1.0,0,1,0,1,0.5151,24.670194,86.3839
V09965,Village_7103,Gaya,Bihar,24.63770652974979,84.69894419763179,6450,3289,3161,760,1591,Gaya_Care_Center,District Hospital,2,46,160,Yes,21.63,75.18,Good,No,69,Medium,Yes,No,4788,40.0,0.5,1,0,1,0,0.3273,24.698435,83.932566
V09966,Village_8685,Lucknow,Uttar Pradesh,27.110778933527218,80.85919770518116,10934,5410,5524,723,2067,Lucknow_Health_Center,CHC,33,37,280,Yes,8.39,23.99,Average,No,100,Low,No,No,1726,25.0,0.2,1,0,0,0,0.2206,23.833763,78.480705
V09967,Village_9589,Prayagraj,Uttar Pradesh,25.09027229995528,81.83429706078083,3314,1605,1709,366,803,Prayagraj_Health_Center,District Hospital,15,14,80,Yes,48.8,102.89,Average,Yes,44,High,No,No,2499,25.0,1.0,1,1,0,0,0.4989,26.612539,87.572171
V09968,Village_3263,Gwalior,Madhya Pradesh,26.100301005880784,78.39071644299044,3850,1908,1942,297,784,Gwalior_Medical_Center,PHC,10,29,121,Yes,3.19,7.06,Average,No,100,Low,No,No,2566,25.0,0.2,1,0,0,0,0.1,22.043991,87.53545
